Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
VidzproServices,VidzPro Services,7/23/2019 13:01,"#IndiaMoonMission : @VidzproServices salutes #ISRO scientists for making #India a space superpower by successfully launching #Chandrayaan2. 
#proudtobeIndian https://t.co/AoPvXmGlpp","Bengaluru, India",2,TweetDeck
DeccanRummy,Deccanrummy,7/23/2019 13:01,"Win free ticket to #SocialSharks tournament worth Rs.50K

Take the screenshot of chandrayaan landing on the moon and send us the screenshot along with your Deccanrummy username. Hurry!!!

#Deccanrummy #Chandrayaan2 https://t.co/MhNaiXb1uF",India,0,Twitter Web App
i_ambuddha,#IAmBuddha Foundation,7/23/2019 13:00,"You should not have missed a launching of #Chandrayaan2, if you have, you must not miss this article. https://t.co/eQBJQbcc6M",,0,Twitter for iPhone
kakarat2001,Kakarat,7/23/2019 13:00,"GSLV MKIII M1 with Chandrayaan2 Launch from Second Launch Pad as seen from Launch Viewing Gallery at Satish Dhawan Space Centre SHAR, Sriharikota @isro @ShivAroor @writetake @SJha1618 @bharatrakshak @voidwalker67 #GSLVMkIII_M1  #GSLVMkIII  #Chandrayaan2 #ISRO https://t.co/hDn33TZe02",,4,Twitter Web App
WowiieS,Wowiie.Studio,7/23/2019 13:00,"#IndiaMoonMission: Congratulations to champions of #ISRO for successfully launching #Chandrayaan2. With this, India is set to explore the South Pole of Moon where no spacecraft has ever gone. 
Proud to be an Indian! 
#wowiiesm https://t.co/Bh5WRDvpSm",,0,TweetDeck
essarpetrolpump,Essar Petrol Pumps,7/23/2019 13:00,Congratulations to #Chandrayaan2 for soaring on a new mission @isro. The team of Essar Petrol Pump wishes you a remarkable success ahead! https://t.co/3zGsa8bgN4,"Mumbai, India",0,Twitter Web App
Arya_n97,#BackToVedas,7/23/2019 13:00,"@zainabsikander I appreciate your Concern for ""My India"" but can you get some Brains or intelligence too ?  I mean if it's not too much to ask? 

#ISRO #GSLVMkIII #Chandrayaan2 #MissionMoon2 #IndiaMoonMission #KashmirIssue #OnceUponATimeInHollywood #ChandrashekharAzad
https://t.co/rvRYp5BynX https://t.co/K57z1wZPCW",Aryavart,1,Twitter Web App
Lovesandhi7,LOVE,7/23/2019 13:00,My Phone Wallpaper ab to yehi waalpaper rahe ga #Chandrayaan2🚀 #ISRO🇮🇳 @isro https://t.co/cIFKtQnGBb,Sweet INDIA🇮🇳,0,Twitter for Android
Mohil2711,Mohil,7/23/2019 12:59,"🇮🇳India’s ambitious MOON MISSION Chandrayaan 2 lifts off..
Congratulations 🇮🇳 #india
@isro
.
.
#mohilchordiadesigns 
#isro 
#chandrayaan2 
#moon
#congratulations 
#madeinindia 
#indianspaceresearchorganisation 
#indian  
#moonmission2 
@PMOIndia
@NASA https://t.co/VugNh7Dpba",,0,Twitter for Android
Wowso_me,WOWSOME,7/23/2019 12:59,"India shoots for the Moon again! ISRO’s ""moon-vehicle”, Chandrayaan 2, is on its way to the South Pole of the Moon. WOWSOME congratulates the team at ISRO for their giant leap. 
Image source: ISRO
#Chandrayaan2 #ISRO #Sriharikota #ISROMissions https://t.co/894waN0flC","Hyderabad, India",0,HubSpot
indraneelC28,🇮🇳 ইন্দ্রনীল,7/23/2019 12:59,"Dr @Swamy39 truly said that Humans evolved from Monkeys hense they are responsible for #Chandrayaan2 @INCIndia claims that all they have done then they are responsible for dividing India, PARTICIPATION OF Bharat, appeasement boosting Terrorism, after 70 years bharat has POVERTY https://t.co/5w10jVsERt",পশ্চিম বাংলা,0,Twitter for Android
RashminDave3,Rashmin Dave,7/23/2019 12:59,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2 👍🐿","Rajkot, India",0,Twitter for Android
Lovesandhi7,LOVE,7/23/2019 12:59,My phone Wallpaper #Chandrayaan2🚀 #ISRO🇮🇳 @isro https://t.co/HKBPVNhJA2,Sweet INDIA🇮🇳,0,Twitter for Android
adpk65,AD,7/23/2019 12:58,You better spend your budget on overcoming those problems which will really make impact in people’s life. What benefit would this do to them. Poor people will not even know about it. Grow up and make some sensible decisions. #Chandrayaan2 #Chandrayaan #IndiaMoonMission #India,,0,Twitter for iPhone
AnkushD65021363,Ankush Dey,7/23/2019 12:58,"@NagendraRs Actual story: Nehru gave his cigerate to Edwina, she used it to lit fire under him, #Chandrayaan2 happened.
But its not Nehru but Mountbatten real architect.
Mountbatten brought Edwin to India, she used Nehru's cigerate to lit fire under him, history got written ... Cheers",,0,Twitter Web App
SeedWillPvtLtd,SeedWill Consulting,7/23/2019 12:58,"Congratulations to all ISRO scientists on your well-deserved success launch of #chandrayan2
ISRO time and again proving that SKY IS NOT THE LIMIT, much like investment opportunities with us

#SeedWill #SeedWillConsulting #IndiaMoonMission #Chandrayaan2 #IndianSpace #ISROMissions https://t.co/hGb5dwOJPl","Gurgaon, India",0,Twitter Web Client
Rajeshbyheart,Rajesh,7/23/2019 12:57,"Congratulations to ISRO and all associated organisations who are part of ISRO's mega projects. #Chandrayaan2

HAL has also supported ISRO.

HAL delivers orbiter structure of Chandrayaan-2 to Isro | Deccan Herald https://t.co/LNZtQLH9O4",,0,Twitter for Android
sahidreams,Sahida Khatun,7/23/2019 12:57,Absolutely when women can lead  #Chandrayaan2  then why not cabs... @Olacabs @bhash please listen to @anushree_vaidya and take action accordingly. #RideWithShe #SafeCity #SmartCity https://t.co/x92remfa6h,kolkata,1,Twitter for Android
utejonmayamTOI,U Tejonmayam,7/23/2019 12:57,"Pack your bags, your next holiday could be on Moon #Chandrayaan2 #ISRO #Apollo11 #Apollo50th #NASA #ESA 
My report from the World Conference of Science Journalists 2019 held in Lausanne, Switzerland @theWCSJ @Wcsj2019Eu #wcsj2019

https://t.co/Fj1NyW4LZm","Chennai, India",1,Twitter Web App
Aman79098685,Aman,7/23/2019 12:57,@isro Congratulations😊😊😊😊😊😊😊😊😊😊😊😊😊😊 #Chandrayaan2,,0,Twitter for Android
ICICILombard,ICICI Lombard GIC,7/23/2019 12:57,"Towards the edge of discovery, one step at a time to benefit humanity as a whole. ICICI Lombard wishes a heart-filled congratulations to @isro for the launch of Chanrayaan 2 #NibhayeVaade #ISRO #Chandrayaan2 #GSLVMK3 https://t.co/gI1EWMXsEG",,2,Twitter for Android
mohdfurquanLko,FURQUAN MOHD,7/23/2019 12:57,"Two nations got independence in 1947.

One puts moon on its flag 🇵🇰 while the other one has put it’s flag on the moon 🇮🇳 

This is called a progressive nation.

#JaiHind #Chandrayaan2","LUCKNOW, INDIA",0,Twitter for iPhone
Spaceclubrit_17,"Space Club, RIT",7/23/2019 12:57,"We give SPACE for curiosity, when we're curious about Space,
Witnessing live telecast of the #Chandrayaan2  from #SHAR at RIT.
@isro https://t.co/LR82XdxzGw","Islampur, Sangli, Maharashtra",1,Twitter Web App
AmayVikram5,Amay Vikram,7/23/2019 12:55,@samimusafa @NailaIdrees94 Masters of Rocket Science at work in #Sriharikota ISRO. May the best be with them. -Sg @isro #ISRO #Chandrayaan2 #IndiaMoonMission #GSLVMkIII #MoonMission2 https://t.co/aKLQNcPt3a,Lucknow ,0,Twitter for Android
vshikhil,Shikhil Vyas,7/23/2019 12:55,"#BarcaFans from #India 

#Chandrayaan2 #Barcelona #BarcaChelsea https://t.co/9R9qLadQ97","Himachal, India",1,Twitter for Android
davaindiameds,davaindia,7/23/2019 12:55,"Successful launch of #Chandrayaan2 is a moment of immense pride for our country. With its landing, India will become the 1st nation to reach the Moon's Southern Polar Region. Our hearty congratulations to the team of our brilliant scientists, who made the impossible, possible! https://t.co/irz3J29MP6","Surat, India",0,Twitter for iPhone
evesoldotin,Evesol,7/23/2019 12:55,"Congratulations isro on the  successful take off chandrayaan2 
#EVESOL #India #makeInIndia #ISRO #ISROMissions #GSLVMkIII #IndiaMoonMission #instapost #newpostalert #missionmoon #Chandrayaan2🚀 #best #developindia https://t.co/epjgWzZVHw","Mumbai, India",0,Twitter Web App
shukla026,Prabhat Shukla,7/23/2019 12:55,@NASA @isro @nasa you guys took what...  Around 193 yrs to reach moon after Amenrica got independence @isro we reached moon in just 61 yrs after our independence. #nasa lacking by 132 yrs by #isro #ISROTeam #Chandrayaan2 Best wishes for #Artemis.,"हाजीपुर, भारत",0,Twitter for Android
AmayVikram5,Amay Vikram,7/23/2019 12:55,@AustralianGull @NailaIdrees94 Masters of Rocket Science at work in #Sriharikota ISRO. May the best be with them. -Sg @isro #ISRO #Chandrayaan2 #IndiaMoonMission #GSLVMkIII #MoonMission2 https://t.co/aKLQNcPt3a,Lucknow ,0,Twitter for Android
snowfall217,Riya: A Proud Indian,7/23/2019 12:55,@intellectroll You cant relate every thing to everything.. ofcs that was bad..but there is no relation between #Chandrayaan2 and this event..Technological advancement of any country is necessary to survive and grow in this competitive era.. you cant que #Chandrayaan2 launch on d basis of this,India,0,Twitter for Android
mohitshukla30,मोहित शुक्ला 🇮🇳,7/23/2019 12:55,"Salute @Uppolice 
#SafeDriveLongLife
#ChandrashekharAzad #Chandrayaan2 https://t.co/9UGlNHVwzX","Unchahar, India",0,Twitter for Android
TIndianchai,TheIndianchai,7/23/2019 12:55,"Congratulations to  #ISRO for taking India at a new height of success. 
.
https://t.co/Aobj6sxYz4
.
#chandrayaan2 #ISROMissions #ISRO #power #missionmoon #indianscience https://t.co/Y1sphicA0F",,0,Postfity.com
rayspowerindia,Rays Power Experts,7/23/2019 12:55,"Congratulations to @isro on the successful launch of Chandrayaan 2 - India’s first rover-based space mission &amp; world’s first expedition to reach the Moon’s south polar region. 

#Chandrayaan2 #ISRO #ProudIndian  #ISROTeam #India #achievement #MissionMoon https://t.co/FTEw5ORvdJ","Jaipur, India",0,Zoho Social
TDV_India,The Design Village,7/23/2019 12:54,"TDV congratulates team ISRO for the successful launch of Chandrayaan-2, aimed at landing on the unchartered Lunar South Pole.  

#Chandrayaan2 #Chandrayaan #ISRO #TransporationDesign","Noida, India",0,Twitter for Android
thebetterindia,The Better India,7/23/2019 12:54,"Released by #ISRO, this exclusive behind-the-scenes footage shows how the various components of India's second lunar mission were brought together! #Chandrayaan2 #ISROMissions https://t.co/0VTee6AmiK",India,38,Twitter Web App
AmayVikram5,Amay Vikram,7/23/2019 12:54,@mubashire_ali @pawar_ruta @Fayotz Masters of Rocket Science at work in #Sriharikota ISRO. May the best be with them. -Sg @isro #ISRO #Chandrayaan2 #IndiaMoonMission #GSLVMkIII #MoonMission2 https://t.co/aKLQNcPt3a,Lucknow ,0,Twitter for Android
TarunChugh2015,Tarun Chugh,7/23/2019 12:53,"Congratulations @isro for the successful launch of the #Chandrayaan2 Mission. You've propelled the #LifeGoals of 1.3 billion Indians to the moon and beyond. 

#LifeGoalsDone","Mumbai, Maharashtra",1,Twitter for Android
latestly,LatestLY,7/23/2019 12:53,"Australians were stunned to spot striking light in the evening skies! Thought it to be UFO
#Chandrayaan2 #Chandrayaan2theMoon #Chandrayaan #ISRO #MissionMoon2 #Australia 
https://t.co/ji1meV3mOG","Mumbai, India",1,Twitter Web App
Sangam_Univ,Sangam University,7/23/2019 12:52,"Mission #Chandrayaan2 has only been possible because of the extraordinary efforts and brilliance of our scientists at @isro. #Congratulations on the completion of this tough job. We Are Proud.
#ISRO #Chandrayaan2theMoon #MissionMoon2 https://t.co/oF2RrYwE73","Bhilwara, India",2,Twitter Web App
Smita_Srinivas,Smita Srinivas,7/23/2019 12:52,"21st century, folks. #Women Mission Director Ritu Karidhal, Project Director M Vanitha for #India #Moon Mission #Chandrayaan2. Enough with the #manels, #mummits, (and all-male advisory boards) in highered, business, science, engineering, policy, economics @fp2p #econtwitter",,0,Twitter Web App
RooftopRays,Rays Rooftop,7/23/2019 12:51,"#Chandrayaan2 is one of the biggest accomplishments to be engraved in our nation's history. Super congratulations to the scientists at @ISRO for their incredible efforts!

#ProudIndian #Chandrayaan2 #ISRO #ISROTeam #India #achievement #MissionMoon https://t.co/ihXAh5G19P",Jaipur,0,Zoho Social
HospitalSumitra,Sumitra Hospital,7/23/2019 12:51,"Sumita Hospital congratulates Team @isro on achieving yet another milestone with the launch of #Chandrayaan2! Hope this paves the way for many ambitious and successful missions in the future
#SumitraHospital #ISRO #ISROMission https://t.co/TabTj4mrj2","Noida, India",0,Twitter Web App
moronhumor,Yo Yo Funny Singh,7/23/2019 12:50,So @tehseenp what babies or journalists was Shri Rahul Gandhi Ji playing with that he didn’t have time &amp; opportunity to congratulate ISRO and the country for it’s tremendous achievement of #Chandrayaan2 ? https://t.co/0gsCAMwVZZ https://t.co/Y4b1E8j5Yz,,12,Twitter for iPhone
DatlaChandrase1,Datla Chandrasekhar Varma,7/23/2019 12:49,Heartfelt congratulations to team @isro  for successful launch of #Chandrayaan2  from #Sriharikota,,0,Twitter for Android
Ularal1,THANOS 2.0,7/23/2019 12:49,I don't know y some people always comparing agriculture with other streams....#Chandrayaan2 #agriculture #IndiaMoonMission @KasthuriShankar @RangarajPandeyR @MaridhasAnswers,wakanda,0,Twitter for Android
SpringfitSleep,Springfit Mattress,7/23/2019 12:49,"#Springfit salutes INSRO - Indian Space Research Organisation Scientists for making #India a space superpower by successfully launching #Chandrayaan2.

#mattress #proudtobeIndian #peaceofmind #6hoursofcompletesleep https://t.co/FHo9Inf1Pb",India,0,Twitter Web App
DrAnjilaGupta,Dr. Anjila Gupta 🇮🇳,7/23/2019 12:49,Many congratulations to our genius scientists of @isro for carrying a billion dreams to the moon! #Chandrayaan2 #ISROMissions #Chandrayaan2theMoon https://t.co/EBBp26uYpG,"Bilaspur, India",4,Twitter for Android
_vipin,بشري Human इंसान,7/23/2019 12:49,"Images from #Chandrayaan2 #Chandrayaan 

This plot belongs to KJ 
This plot belongs to DK

Signs not far behind!

#Bangalore 
#Karnataka https://t.co/0UBVVCmHYi",Schiaparelli,1,Twitter for Android
ausumtea,AusumTea,7/23/2019 12:49,"ISRO proved yet again that it is our cup of tea that we do things perfectly, every time! Ausum Tea congratulates the Chandrayaan 2 Team for making us the 4th proud country to have a soft landing on the moon!
#Chandrayaan2  #ISRO #ADashOfAusum #Chandrayaan2theMoon #AusumTea https://t.co/pwCTf95TN2","Bengaluru South, India",0,Twitter Web App
ChunniBaabu,Chunni Baabu,7/23/2019 12:48,"@harbhajan_singh just like wc 2019
#Chandrayaan2
#Chandrayaan2theMoon https://t.co/KXFn1ErRdk",,1,Twitter Web App
iVishalThombare,Vishal Thombare,7/23/2019 12:48,"world cup have a loses doesn't matter but then empire on moon win...🇮🇳
#Chandrayaan2 #Chandrayaan2theMoon #IndiaMoonMission #ISRO @isro https://t.co/FYsVTYnP4p","Pune, India",2,Twitter for Android
moronhumor,Yo Yo Funny Singh,7/23/2019 12:48,"@RahulGandhi @POTUS While he doesn’t wait a minute to jump upon an opportunity to nip PM Modi for a stupid lie by a motormouth President of US, this man had no time to even write a congratulatory tweet for ISRO’s &amp; India’s tremendous achievement on #Chandrayaan2 !! Aur ye PM bana chahta tha !! https://t.co/FEbsB65ukm",,117,Twitter for iPhone
FabindiaDallas,Fabindia Dallas,7/23/2019 12:48,"Fabindia salutes @isro scientists for making India a space superpower by successfully launching #Chandrayaan2. Congratulations to the @isro team led by space scientists 𝗠.𝗩𝗮𝗻𝗶𝘁𝗵𝗮 &amp; 𝗥𝗶𝘁𝘂 𝗞𝗮𝗿𝗶𝗱𝗵𝗮𝗹. 
#WomenEmpowerment #ISRO #Chandrayaan2 #Fabindiadallas https://t.co/ooGNxXt9db","6205 Coit Road,Suite 320,Plano",0,Twitter Web App
Gautam33536523,Gautam,7/23/2019 12:47,#Chandrayaan2 is unique because it will explore and perform studies on the south pole region of lunar terrain which is not explored and sampled by any past mission.,,0,Twitter Web App
AwhadPratik,Pratik Awhad,7/23/2019 12:47,"@NASA Do you want a fire truck or a full squad to put off that 🔥
#Chandrayaan2 #ISRO 
@isro we are proud of you https://t.co/ay6yBKdnBK","Thane, India",0,Twitter for Android
ChunniBaabu,Chunni Baabu,7/23/2019 12:47,"just like wc 2019
#Chandrayaan2
#Chandrayaan2theMoon https://t.co/DEBbyDVAuN",,1,Twitter Web App
EastAsiaBorival,EastAsia,7/23/2019 12:47,"Team East Asia extend our heartiest congratulations to all the heroes @isro  who worked towards the success of #Chandrayaan2 
.
.
#ISRO #Chandrayaan2theMoon #buffet #eastasia #oriental #cuisines #panasiacuisine #foodaddiction #mumbaifoodlovers #chinesefood https://t.co/OVcNOgrIT1","Borivali West, Mumbai",1,Twitter Web App
Vita_Labels,Vita Labels,7/23/2019 12:47,"VITA LABELS
Manufacturer, Exporter, and Supplier of all types of Garment Accessories 
Congratulations to entire team @isro 
#Chandrayaan2 #Chandrayaan2theMoon #moonmissionindia #pragyanrover #orbiter #vikramlander #printedlabels #Hangtags #clothinglabels #VitaLabels #wovenlabels https://t.co/05b38DS4m9",Global,7,Twitter Web App
benaam_rahi,Etern€€ti,7/23/2019 12:46,@TimesNow @isro I wish I was #Chandrayaan2 healthy n moving in right direction.....😭😭😭😭,World of My Own,0,Twitter for Android
