Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
1TheRajofficial,🆁🅰🅹 🅰🅽🅰🅽🅳 ✍,7/22/2019 19:27,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

Chandrayaan2theMoon
#Chandrayaan2 #Chandrayaan2theMoon #ISRO #IndiaOnTheMoon #MoonMission2 https://t.co/PLqSPHwl1f","Maharashtra, India",0,Twitter for Android
UMMIt_SHAHA,Memeee_007,7/22/2019 19:27,"Trump is trending with 1.2m tweets , pakistan is trending with 400k tweets and imran khan trending with 30k tweets , see how Indians care about u people , and after that also u want kashmir 

#DonaldTrump #Chandrayaan2 #ImranKhan #ImranKhanOurPride #ImranKhanVisitsUS #Kashmir","Delhi , india",2,Twitter Web App
eartherian,𝕲𝖚𝖕𝖙𝖆 ji,7/22/2019 19:27,"@TheQuillPress @BBCWorld Wake up!

#Chandrayaan2 https://t.co/oE85w7Bwxt",India,0,Twitter for Android
tariqmahmmand,Insaf Ki Awaz,7/22/2019 19:27,"Total panic in India over Imran-Trump bouncer on Kashmir. The reverse swing by PM Khan clean bowled Modi &amp;  demolished the stumps of India's diplomacy. 

They've forgotten their #Chandrayaan2 mission. Like nothing happened today. 😂😂 https://t.co/2pGh4gbO58",Peshawar,0,Twitter for Android
lsagnihotri,Lovneesh Agnihotri,7/22/2019 19:26,I think every Indian feels proud when the indigenous space missions are executed with such success rates. @isro has set up a new milestone and another chapter into the history books. Proud of you #ISRO #Chandrayaan2 #GSLVMkIII_M1 #JaiHind,"London, Ontario",0,Twitter for iPhone
jiyadav007,Jitendra Yadav,7/22/2019 19:26,How happy Indian Muslims are on launch of #Chandrayaan2 ? To know look at the proportion of tweet showing happiness among latest tweets. Looked through few hundred tweets only one Muslim tweeted saying congrats. #chandrayaan2themoon #ISRO #ISROMission #Kashmir #NehruOnTheMoon,"Maryland, USA",0,Twitter Web Client
prashu0659,Prashu,7/22/2019 19:26,"I congratulate Team @isro on achieving yet another milestone with the launch of #Chandrayaan2!
Proud to be an #Indian
#Telangana https://t.co/WhdIlewwAY","Hyderabad, India",0,Twitter for Android
AshwinEmpire,Ashwin K.M,7/22/2019 19:26,"All news channels are number 1 in India &amp; they all are also the fastest in breaking news to us. But @TimesNow proved today they're way ahead of the pack, when their countdown to #Chandrayaan2 launch was a whole 15 secs ahead of ISRO. Their tom's claim - Vikram has touched down.",India,0,Twitter for Android
VipulSays__,VIPUL BHANSALI™,7/22/2019 19:26,#Chandrayaan2 is the outcome of the brilliance and extraordinary commitment of our scientists of @ISRO and also the political will. This phenomenal achievement is the pride of our nation. Just couldn't help being there. A great privilege. Congratulations to all of you.  #ISRO,India,0,Twitter for Android
kashswamii,आकाश । Akash,7/22/2019 19:26,"Democracy under threat. Remember what #MahuaMoitra has pointed out few days before. Everyone is busy talking #Chandrayaan2 what a great timing. 
#RTIAmendmentBill","Poona, India",0,Twitter for Android
CeGuptakhushboo,Khushboo Gupta,7/22/2019 19:26,#Chandrayaan2 successfully launched! https://t.co/SbCx6lKeZU,"Blacksburg, VA",0,Twitter for iPhone
beingRomio145,PaVan Sisodiya,7/22/2019 19:26,#Chandrayaan2 is one of the biggest accomplishments to be engraved in our nation's 🇮🇳 #history. Super #congratulations to the scientists at #ISRO for their incredible efforts! 🚀 #india indian #indianmoonmission #moon… https://t.co/DeGWmuMX2b,"Indore, India",0,Instagram
sunilkr_gupta,सुनील🇮🇳,7/22/2019 19:26,"Snake catcher to space champion 
#Chandrayaan2 
@isro 
@nytimes","New Delhi, India",0,Twitter for Android
lalit__nayak,LALIT NAYAK,7/22/2019 19:25,"Now waiting to see who is going capture the lead role in #Chandrayaan2.... Bollywood Ppl makes us emotional and snach money from Ppls pockets
#CongratulationsISRO on successful launch of Chandrayaan2 🇮🇳🇮🇳","Bihar, India",0,Twitter Web App
zubairbarhai,zubair barhai,7/22/2019 19:25,"Congratulations to ISRO for the historic launch of mission chandrayaan 2 #Chandrayaan2 
#sosoproud https://t.co/om3N4cu6f4",New Delhi,0,Twitter for Android
raghu_n,Raghu Nandanam,7/22/2019 19:25,"View &amp; the separations captured by the On-board camera of #GSLVMkIII-M1.

#Chandrayaan2
#ISROMissions
#ISRO 🚀
#India 🇮🇳 https://t.co/03IGxdgRuf","Warangal, Telangana, India.",2,Twitter for Android
Sarathlal183,Sarathlal S,7/22/2019 19:25,"Well done isro team
#Chandrayaan2 #ISRO #ISROTeam https://t.co/TlaHKdqw6Q","Dubai, United Arab Emirates",0,Twitter for Android
K7Hemant,Kumar HemanT,7/22/2019 19:25,"#Chandrayaan2 is one of the biggest accomplishments to be engraved in our nation's 🇮🇳🇮🇳🇮🇳history.
 Super congratulations to the scientists at @ISRO for their incredible efforts! 🚀🛰️🛸

#Jai_Hind #Jai_Bharat 🇮🇳🙏🇮🇳🙏🇮🇳🙏","Bhubaneshwar, India",0,Twitter Web App
prabhashruti_,prabhashruti_,7/22/2019 19:25,"Wooow😍

#Baahubali Jai Ho✊🏻💓

#Chandrayaan2 🚀😃😎

(I Wish Chandrayan2 could take away Haters along with it😁😂🤭) https://t.co/n2LPBvno3H","Maharashtra, India",5,Twitter for Android
ArunBahuguna55,Arun Bahuguna,7/22/2019 19:25,"Thank you @NASA🇺🇸  for congrats @isro 🇮🇳 for #Chandrayaan2  Mission.
We wish your mission #artmemes will complete successfully with the Help of #RussianRocket as you used in past. 🙏
And I hope , #Russia  will wish you the same way as you did.😊",,0,Twitter Web App
Ujascool007,Ujas Modi,7/22/2019 19:25,"Dear scientists, this is the result of your efforts. Neither Nehru or Modi is supposed to get credit for this. Let us all be clear. #Chandrayaan2 #ISRO https://t.co/8aaqjQpnMK","Windsor, Ontario",2,Twitter for Android
1TheRajofficial,🆁🅰🅹 🅰🅽🅰🅽🅳 ✍,7/22/2019 19:25,"Team ISRO 🚀successfully launches #chandrayaan2 congratulations to all the scientists and engineer who made is a reality This launch is the matter great pride for the entire nation 🇮🇳
#chandrayaan2🚀 #chandrayaan2 #moonmission #isro #Chandrayaan2theMoon 
 #IndiaOnTheMoon https://t.co/59qEnyAPpw","Maharashtra, India",1,Twitter for Android
KASHP26,Kaustubh Potdar,7/22/2019 19:25,Congratulations to team @isro on the successful launch of the  #Chandrayaan2!!  Every Indian should be proud !!  JAI HIND 🇮🇳 https://t.co/6tDOAS62I2,Pune,0,Twitter for Android
livewithlynda,Live with Lynda,7/22/2019 19:25,"Way to jump on the trend! 

As the world celebrates with India and @salam_isro today, for the successful launch of #chandrayaan2, India's second lunar exploration mission after Chandrayaan-1, #manforcecondoms is… https://t.co/1L0NGrIvIs","Lagos, Nigeria",0,Instagram
Vimalvjoff,Vimal,7/22/2019 19:25,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2 #JaiHind #ProudIndian  #ISRO #NASA #Chandrayaan2theMoon  @Vimalvjoff",Vadapalani,0,Twitter for Android
TheDashDD,Debasish Dash,7/22/2019 19:24,"Super congratulations to the scientists at @ISRO for their incredible efforts in successful launching of 
#Chandrayaan2 to moon .",,0,Twitter for iPhone
RommelSaxena,Rommel saxena,7/22/2019 19:24,"@narendramodi Some countries have the moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries have their flags on the moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2",,0,Twitter for iPhone
crknagpur,Chef Rohit's Kitchen,7/22/2019 19:24,Congratulations @isro @narendramodi @PMOIndia for successful launching of #Chandrayaan2 from @crknagpur &amp; Team! #crknagpur #happyeating #hotfood #caterers,"Nagpur, India",0,Twitter for Android
iLukMr,Luk,7/22/2019 19:24,"Shame on citizens posting insulting tweets on former Prime Minister of our country.  #Nehru Show some respect brothers.
@IncIndia only praised their contributions to the space research. Evil forces want to politicise the issue. #IndiaMoonMission #Chandrayaan2 #NehruOnTheMoon","New Delhi, India",0,Twitter for iPhone
IIM_Sirmaur,IIM Sirmaur,7/22/2019 19:24,"IIM Sirmaur lauds the painstaking efforts of ISRO's personnel and scientists and congratulates them on the successfully launching of Chandrayaan-2. 

#india #iimsirmaur #isro #chandrayaan2 #space #moon https://t.co/BgSskmAwU4","Sirmaur, Himachal Pradesh",0,Twitter Web Client
imgauravaaryan,Gaurav Trivedi,7/22/2019 19:24,"Proud moment #Chandrayaan2 , finally we did it @isro hats off ur  efforts a commendable,,,,Mera bharat mahan #🇮🇳onmoon",INDIA,0,Twitter Web App
baddammahipal_b,Baddam Mahipal Reddy,7/22/2019 19:24,ISRO created a History 👏🏻👏🏻👏🏻Congratulations on the successful launch of #Chandrayaan2... Jai Hind 🇮🇳 https://t.co/rq3dLGSYQ3,"Hyderabad, India",0,Twitter for Android
Adityachaturve5,Aditya chaturvedi,7/22/2019 19:24,A proud day indeed for all Indians #Chandrayaan2  launched successfully from shrihari Kota will draw new phase of success in the name of India . #jaihind #ISROMissions.,"Mumbai, India",0,Twitter for iPhone
jaygabani18,Jay Gabani,7/22/2019 19:24,"One country have moon on their flag.
🇵🇰😂

While India having their flag on moon.
🇮🇳☪️
#Chandrayaan2 #ISRO",,0,Twitter for Android
UMMIt_SHAHA,Memeee_007,7/22/2019 19:24,"Trump is trending in india , means see US , how much we care about Donald trump , and u helping pakistan
.
.
 #Modi #ImranKhan #ImranKhanOurPride #ImranKhanVisitsUS #DonaldTrump #Chandrayaan2 #Kashmir","Delhi , india",0,Twitter Web App
mikamckinnon,Mika McKinnon,7/22/2019 19:24,"India’s lunar spacecraft launched safely last night &amp; are now on a leisurely intercept to orbit the Moon before dropping a polar lander in September.

Good luck &amp; safe journey, #Chandrayaan2! https://t.co/dAeYQoRcG6",West Coast,13,Twitter for iPhone
eartherian,𝕲𝖚𝖕𝖙𝖆 ji,7/22/2019 19:23,"@NikkieHiggs @BBCWorld @BBCNews Your forefathers have looted enough that no aid can clean your conscience.

#Chandrayaan2",India,0,Twitter for Android
anisharma29,Anisha Sharma,7/22/2019 19:23,"Some countries have moon on their flags....
While some countries having their flags on the moon😍

#Chandrayaan2theMoon #Chandrayaan2 

What A Proud Moment 🙌🏻",,0,Twitter for iPhone
punkzthepopular,pankaj nillam pandey,7/22/2019 19:23,"I know #Chandrayaan2 is not only a project but its a ""project for #Mankind"". Congratulations @isro #ISRO #IndiaMoonMission #IndiaOnTheMoon #India 
#Happyneighbour #Nepal #Nepali #
 ""Chandrayaan-2: ISRO launches India's second moon mission from riharikota""
https://t.co/rnWc70bwlj","Tilingtar marg, Basundhara.KTM",0,Twitter Web App
AspRajputana007,Thakur.ArjunSingh.R.Parmarwat,7/22/2019 19:23,"@MEAIndia PoK integral Part of India...
#Chandrayaan2 @realDonaldTrump @IvankaTrump @FLOTUS @PMOIndia
1.Shall I(India) should mediate Alaska issue between Russia and USA
2.Kindly Leave the Diego Garcia Island in the hands of Mauritius respected Mediator(Mr.Trump)#Balochistan
🚩🇮🇳🇮🇳🤝🇱🇷🇱🇷🚩",,1,Twitter for Android
suneer_ashraf,suneer ashraf,7/22/2019 19:23,"Proud Moment 🇮🇳❤️

#ISRO
#GSLVMkIII-M1 
#Chandrayaan2 https://t.co/Y80gNJAmMX",#AbuDhabi (Work) #India (Home),0,Twitter for iPhone
AbhishekDy,Abhishek Srivastava,7/22/2019 19:22,"#Chandrayaan2 #ISRO 
The proud moment of success. Chandrayaan2 successfully launched by ISRO. 
#India https://t.co/65tw5q60zT","Ghaziabad, UP",0,Twitter for Android
OrangeAlert411,OrangeAlert,7/22/2019 19:22,"""#India launches #Chandrayaan2 #mission to the #Moon""  https://t.co/VrnFPqckcW",,0,Twitter for Android
SunilKalmala,Sunil.Kalmala™️,7/22/2019 19:22,"On the land we have Hima Das and in the sky and beyond we have Vanitha Mutthayya Ritu Karidhal
Land is no boundary, Sky is no Limit .. 
#GoldenGirl
#Chandrayaan2 

🇮🇳 Jai Hind https://t.co/aXAKe54IZV","Pennsylvania, USA",0,Twitter for iPhone
SMohamedAskar,Mohamed Askar,7/22/2019 19:22,An women #empowerment  will lead to #Chandrayaan2 to success. I congratulate the team head for this mission.,"Chennai,India",0,Twitter for Android
AshutoshkrUp,Ashutosh kr. Upadhyay,7/22/2019 19:21,"#Chandrayaan2 #ISRO
how congress sees the launch https://t.co/236D3VJtEs","Varanasi, New Delhi India",8,Twitter for Android
HyderAliHashmii,Hyder Ali Hashmi,7/22/2019 19:21,"This picture gives me goosebumps 

#Chandrayaan2 #Chandrayan2 #IndiaMoonMission #IndiaOnTheMoon #ISRO #ISROMission #India🇮🇳❤ https://t.co/WUjKWMgXsb","Hyderabad, India",9,Twitter for Android
arpitsi87642060,arpit singh,7/22/2019 19:21,@isro @narendramodi once again proud moment of our India...#Chandrayaan2 new achievement and the special achievement because it is swedeshi...built by our real heroes...the heroes who works in silent without any conditions or any strikes and make a blast in world by theirhardwork,,0,Twitter for Android
Raghi_Reddy22,Cric Dream 11,7/22/2019 19:21,"Cleansweep 🔥..
#DINvsMAD #Chandrayaan2 #ISRO 
#dream11Prediction
For free teams...
cricket 🏏..NBA 🏀..Football⚽.. Kabaddi
Join telegram... 
👇👇
https://t.co/8wh66BDphm https://t.co/uge26fVnIp","Bengaluru, India",0,Twitter for Android
su_saiyan,Saurabh Taak,7/22/2019 19:21,"We have to give all the credit to Nehru for #Chandrayaan2 coz #modi gave us a stupid statue nd that too of 3000 cr.

#NehruOnTheMoon 
Modi",,0,Twitter for Android
PriyankaEra,Priyanka,7/22/2019 19:21,"Proud moment for India to launch Chandrayan 2 to moon. Hope it will land safely to the south area of the moon making India to be the first ever country to achieve this.

#Chandrayaan2 #IndiaMoonMission #IndiaOnTheMoon","Mumbai, India",0,Twitter for Android
AnjumKiani,Anjum Kiani,7/22/2019 19:21,After #KhanMeetsTrump India has forgotten about it's #Chandrayaan2 mission.,"Quetta, Balochistan ",16,Twitter for Android
NageshTripathi1,Nagesh Tripathi 🐍,7/22/2019 19:21,"ISRO is so rude, they didn't even care about Priyanka Chopra's asthma. ;-)
@priyankachopra 
#ISROMissions 
@shikharz 
#Chandrayaan2 https://t.co/yCxMZzU21l","Kota, Rajasthan (India)",0,Twitter for Android
pragnyaprasad,Pragnya Prasad,7/22/2019 19:21,"A Beautiful Tewwt by Google India 😊😊
#GoogleIndia 
⠀ ⠀ ⠀ ⠀ ⠀ ⠀🌕  
                🚀
           🚀
      🚀
🌍
🇮🇳

#Chandrayaan2 #ISRO #GSLVMkIII https://t.co/YDY4e8gDbk",India,0,Twitter for Android
Amankum15530123,Aman kumar,7/22/2019 19:20,#Chandrayaan2 @isro congratulations l❤ https://t.co/nGFaAM6XtG,,0,Twitter for Android
korde_niraj,niraj_korde,7/22/2019 19:20,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2",,0,Twitter for Android
chrisfe143,Felix Raj,7/22/2019 19:20,"Thank u @madan3 For This wonderful vedio about #Chandrayaan2  I dint know what this was but after your explanation seriously goosebumps every sec. Feel so proud.
Once again thank u bro https://t.co/7MMXqcNqoU
Friends do watch This and share it with your friends and family.",BANGALORE,0,Twitter for Android
Amarjit39279143,Amarjit,7/22/2019 19:20,Congratulations #ISRO for the successful launch of #Chandrayaan2 #HistoryMaker #Sriharikota #IndiaMoonMission #MoonMission2 https://t.co/iQ88k1X1AH,"Pune, India",0,Twitter for Android
pranav_uvaach,Pranav Prashant,7/22/2019 19:20,"""When the SetUp,Establishment,Situations, Circumstances and CoOperative environment around You throw multiple challenges to 'You'...
Be an ISRO in general,and Chandrayan-2 in Particular!
And,not 'Pakistan'!!!""
#ISRO 
#Chandrayaan2 
#IndiaMoonMission 
#IndiaOnTheMoon",,0,Twitter for Android
SholinghurNRavi,Superstar Rajinikanth Soldiers,7/22/2019 19:20,"Congratulations to @isro for the magical moment when the #Chandrayaan2  🚀was launched. Master of rocket 🚀 science ...
#ProudIndian 🇮🇳 https://t.co/v7Y1730VPf","Sholingur, Tamil Nadu",5,Twitter for iPhone
eartherian,𝕲𝖚𝖕𝖙𝖆 ji,7/22/2019 19:19,"@WarrenR50317436 @BBCWorld Keep clinging on the same age old crap. You probably have all the sanitation. How many moon and mars probes your Nation has sent?

#Chandrayaan2",India,0,Twitter for Android
jugal_gulani,Jugal gulani,7/22/2019 19:19,Congratulations for the Successful launch of #Chandrayaan2 ....🚀😅😂 https://t.co/xCy9MqSASt,"Bilimora, India",0,Twitter for Android
randomchutzpah,Anurag Kasbe,7/22/2019 19:19,"Proud Moment #JaiHind 🇮🇳
#Chandrayaan2 #ISRO #GSLVMkIII https://t.co/CQWqohaxt8",INDIA,0,Twitter for Android
Mallikabatra27,Mallika Batra,7/22/2019 19:19,Always felt proud to be born in a nation that has culture and tradition in its foundation. Now it's nice to see India heading towards sky to be a super nation. Thank you #ISRO for putting us steps ahead. #Chandrayaan2 https://t.co/atOUsIiVQl,New Delhi,0,Twitter for Android
yeomanpadhu,Padmanabhan,7/22/2019 19:19,#Chandrayaan2  we salute entire team of ISRO for this magnificent achievement  .It shows  that any organisation can achieve excellence in any field if there is no political interference.  CONGRATULATIONS  JAI HIND,Oman ,0,Twitter Web App
NaumiWho,Naumi,7/22/2019 19:19,"@SadiaSattar_ @prof_usmaan @harbhajan_singh LOL! KEEP humiliating this egoistic nation #india
#Chandrayaan2 #ISROMission",XXX Area 51 XXX ,0,Twitter Web App
harshgu34343466,Harsh Gupta,7/22/2019 19:19,"@isro Heartly congratulations.. 🇮🇳🇮🇳🇮🇳
#Chandrayaan2 
#IndiaOnTheMoon","New Delhi, India",0,Twitter for Android
Satish_043,Sathish Gurla,7/22/2019 19:18,"#Proud to be an Indian 
#Chandrayaan2 https://t.co/lD1saeiJlq","Bengaluru, Karnataka",0,Twitter Web App
IAmRockyEdward,Ro¢ky Edwαrd 💙🇮🇳🏏,7/22/2019 19:18,"@virendersehwag @isro #Chandrayaan2 
#ISRO 
Welcome 🇮🇳 https://t.co/bEQQmOnANK",Tere Dil may pagli ❤,2,Twitter for Android
SaiManoharMand1,Sai Manohar Mandadapu,7/22/2019 19:18,"Another giant leap... this time towards the south pole of the moon, an achievement credited only to INDIA💪Congratulations to @ISRO &amp; the team of scientists on the successful launch of #Chandrayaan2🚀🌕... Moment of great pride for the entire nation! Jai Hind🇮🇳
#IndiaMoonMission https://t.co/vKPWtCzc4a","Hyderabad, India",0,Twitter for Android
imwwasim,कारण बताओ 🙇,7/22/2019 19:18,"It's more than 5 hrs and still eletricty not come at Sunder Nagri,NE Delhi.  @ManojTiwariMP @ArvindKejriwal @narendramodi @AdvRajendraPal @bsesdelhi plZ do sum thing. Remember it's Capital of India where #Chandrayaan2 launch today.","New Delhi, India",0,Twitter for Android
srjpatil2,Suraj Patil,7/22/2019 19:18,Another history created by Isro as a launch of #Chandrayaan2. Proud moment for us 🇮🇳 #ISRO #MoonMission2,"Pune,Maharashtra, India",0,Twitter for Android
de_madhura,Madhura De,7/22/2019 19:17,"ISRO, godspeed! The pressure of doing science on a shoe-string budget, in a poor country, is huge! Before myopic politicians start taking credit, look through the noise! There are real people, curious and hardworking, out there! Kudos! #Chandrayaan2 #ISRO 
https://t.co/0loDE75pAS","Heidelberg, Germany",0,Twitter Web Client
SkumarTandon,Mr. Adviser,7/22/2019 19:17,#ISRO #Chandrayaan2 one of the most proudest moment for the entire country..congrats team @isro and team India. A billion dreams on their way to the south pole of the moon. All the best!!,,0,Twitter for Android
su_saiyan,Saurabh Taak,7/22/2019 19:17,"Worried if #Chandrayaan2 rocket hide behind the clouds and lose the signal....
#Modi https://t.co/99EuBpyrOD",,0,Twitter for Android
SoidulAlomL,Soidulalom,7/22/2019 19:17,Congratulations #ISRO #Chandrayaan2 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 https://t.co/tURNqCKjiI,Assam India,0,Twitter for Android
Sarathlal183,Sarathlal S,7/22/2019 19:17,"Well done isro team🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
#Chandrayaan2 #ISRO","Dubai, United Arab Emirates",0,Twitter for Android
i_m_PraveenD,Praveen Deshmukh,7/22/2019 19:17,"@narendramodi Must watch @isro 's #Chandrayaan2 after launching
And retweet maximum
@IMinakshiJoshi @Anjalitv9 @chitraaum @manakgupta @SushantBSinha @sardanarohit  @DrKumarVishwas @rjraunac @anjanaomkashyap @SwetaSinghAT @Ramesh_Mendola @Manasi71 

#Chandrayan2 #IndiaMoonMission #ISROMissions https://t.co/9B4bW0WNse",india,0,Twitter for Android
kshtizmishra143,ksh!t!z..,7/22/2019 19:17,"#Chandrayaan2 is one of the biggest accomplishments to be engraved in our nation's 🇮🇳 history. Super congratulations to the scientists at @ISRO for their incredible efforts! 🚀
#KeepCalmAndCarryOn 
#JaiHind","Kanpur, India",0,Twitter for Android
tHeMITRoN,Khan,7/22/2019 19:16,Congrats to Dr.Cloudy for successful launch  #NehruOnTheMoon #Chandrayaan2.  @kunalkamra88 @Pun_Starr https://t.co/JfhS1Vh8yZ,,1,Twitter for Android
a_Dulcet,Atleast This Planet Has NAMJOON🐨,7/22/2019 19:16,"PRIDE🌸

#Chandrayaan2",worldwide,0,Twitter for Android
dev_discourse,Devdiscourse,7/22/2019 19:16,FICCI congratulates ISRO on the successful launch of Chandrayaan 2 https://t.co/BqcfRNsJxQ #ISRO #Chandrayaan2,National Capital Region,1,Devdiscourese
orangejammies,Orange Jammies,7/22/2019 19:16,"#RituKaridhal and #MuthayyaVanitha. Names unknown until very recently. Now sheroes and inspiration for our children as they hear about your incredible mission.
Thrilled that my little boy has these role models. @isro
#Chandrayaan2",Silicon Valley/Bombay ,0,Twitter for Android
rushiraj_dave,Rushiraj | ‏‎‎روشیراج,7/22/2019 19:16,"First thing Indian atheist, scientist tweets after #Chandrayaan2 launch. 🤦🏾‍♂️ https://t.co/v9f8JCRnpo",Gujrat,0,Twitter for Android
nish_4eva,nishit gada,7/22/2019 19:15,while everyone is celebrating successful launch of #Chandrayaan2  ; let me remind you the project costs ₹978 crores &amp; if we could have such superb scientists build our Basic Roads on Earth(pothole-proof); instead of trying to learn what the Moon is like https://t.co/W31jp9cUeq,mumbai,0,Twitter for iPhone
bhavinsaagar,BhavinSagar,7/22/2019 19:15,"We didn't fail at first instance, found technical shortcomings just before few hours to take off, corrected it within few days and today #Chandrayaan2 injected in defined orbit with #GSLVMkIII_M1.  Congratulations #ISRO.
Proud #Moments 
@PMOIndia",Derdi (Kumbhaji),0,Twitter for Android
NetivarthaM,Netivartha Media,7/22/2019 19:15,"Another giant leap... this time towards the south pole of the moon, an achievement credited only to INDIA💪Congratulations to @ISRO &amp; the team of scientists on the successful launch of #Chandrayaan2🚀🌕... Moment of great pride for the entire nation! Jai Hind🇮🇳
#IndiaMoonMission https://t.co/mhF7rn24gp",,0,Twitter for Android
Sukhi_jivan,Bhagyesh,7/22/2019 19:15,"Hey, quick check: getting stars and the moon still remains unattainable in a relationship? Cool!
#Chandrayaan2 #Chandrayaan2theMoon",Mumabi,0,Twitter for Android
AshwinEmpire,Ashwin K.M,7/22/2019 19:15,"Ran to see #Chandrayaan2 launch in my office pantry. Had this 1 guy who was watching Govinda go berserk in the song 'Sarkai lo khatiya'. Politely asked if I cud change &amp; he nodded yes, but asked ""Match hai kya?"" I said let's find out. He exited faster than the boosters frm GSLV.",India,0,Twitter for Android
JrAstronautin,Altaira,7/22/2019 19:15,"... and of course, I was watching the successful launch of the #IndiaMoonMission #Chandrayaan2 this morning on board of the @MoonDotStation
 ! My congrats to @ISRO
 and all involved in this mission! I am looking forward to the arrival here in Lunar orbit!
https://t.co/kgBY9R7A0n",@MoonDotStation in Lunar Orbit,5,Twitter Web App
arnab_phy,Arnab Basak,7/22/2019 19:15,"On this auspicious day when @isro launches #Chandrayaan2 successfully, I express my joy through this fantastic creation of #Herge. #Tintin #DestinationMoon https://t.co/2t4jjm9uVC","Kolkata, India",0,Twitter for Android
mayur_pipaliya,Mayur Pipaliya,7/22/2019 19:15,"@jayvasavada Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇮🇳🇺🇸 🇷🇺 🇨🇳

#Chandrayaan2","Gujarat, India",0,Twitter for Android
FinancialXpress,Financial Express,7/22/2019 19:15,"Check! what #ISRO is planning after successful laucnh of #chandrayaan2

https://t.co/qAfaZYKCz2","New Delhi, India",4,TweetDeck
flykabir,Kabir,7/22/2019 19:14,"Goosebumps, when I saw the #GSLVMkIII lift-off &amp; this is history in making and I wish #Chandrayaan2 land on moon as @isro planned. This is pride moment.",,0,Twitter Web App
DarthDevilish,Saurabh S,7/22/2019 19:14,@manupubby @MEAIndia @POTUS @PMOIndia Well...that's that and let's move one to more important issues...actual issues. Like wishing #Isro and #Chandrayaan2 our best wishes.,India  ,0,Twitter for Android
imNavinkc,Naveen Nayak,7/22/2019 19:14,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2",India,0,Twitter for Android
TheSourabhSayss,ੴ 𝑆𝑜𝑢₹𝑎𝑏𝘩 𝑃𝑟𝑎𝑗𝑎𝑝𝑎𝑡 ੴ 𝓥𝓵𝓸𝓰𝓼,7/22/2019 19:14,"⠀ ⠀ ⠀ ⠀ ⠀ ⠀🌕  
                🚀
           🚀
      🚀
🌍

It’s time to take off!

#Chandrayaan2 #ISRO #GSLVMkIII","Pune, India",0,Twitter for Android
prabirsen89,prabir sen,7/22/2019 19:14,@isro Wow...... Congratulations to the entire team of #ISRO . This wonderful achievement is the pride of our nation.  #ISROMissions #Chandrayaan2,"Kolkata, India",0,Twitter for Android
ShoDan9387,Varadarajan,7/22/2019 19:14,Proud moment for @isro #Chandrayaan2 https://t.co/Riof5DJR11,Stuttgart,0,Twitter for Android
pavagadhivrajes,Vrajesh Pavagadhi,7/22/2019 19:13,"That’s history in making!

Congratulations to #ISRO for the successful launch of #Chandrayaan2! https://t.co/wDGFL4A71F","Gandhidham, India",0,Twitter for Android
DEDMOJO,DEDMOJO,7/22/2019 19:13,#India ’s historic moon mission launches toward lunar south pole - National Geographic - #Chandrayaan2 https://t.co/5Kwn8pwGxS,He Who Must Not Be Named,0,Twitter for iPad
chintanadva,Chintan Adva,7/22/2019 19:13,"Irony: The countries with moon on their flags do not have flags on the #Moon

Kudos to @isro for a successful launch of the second lunar mission

#Chandrayaan2 #ISRO #India https://t.co/5LuiYRRomB","Mumbai, India",1,Twitter for iPhone
mnn_l6,Mann Patel,7/22/2019 19:13,"4...3...2...1... all set, let's go 
 This is journey of bicycle to chandrayan. Congratulations #ISRO
For great achievement 🚀🌚👩‍🚀
#Chandrayaan2
#ISROMissions #IndiaMoonMission
Chandrayaan-2 goes up successfully, places satellite in orbit: https://t.co/grSJaUdaDz",patan gujrat,0,Twitter for Android
sadikputtur,Sadik bareppadi ℹ,7/22/2019 19:13,"@isro 
India scripts history ! Congratulations to @ISRO &amp; its women led team that made the ambitious  moon mission #Chandrayaan2 launch a reality with the success of the #MoonMission2 and also the Mars expedition earlier, India has now stamped it's mark in Space !",Mangalore,0,Twitter for Android
